[2024-09-13T14:21:42.569+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-09-13T14:21:42.583+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [queued]>
[2024-09-13T14:21:42.589+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [queued]>
[2024-09-13T14:21:42.590+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-09-13T14:21:42.601+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): work_with_model> on 2024-09-13 14:15:35.568743+00:00
[2024-09-13T14:21:42.615+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=445) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-09-13T14:21:42.616+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'welcome_dag', 'work_with_model', 'manual__2024-09-13T14:15:35.568743+00:00', '--job-id', '90', '--raw', '--subdir', 'DAGS_FOLDER/welcome.py', '--cfg-path', '/tmp/tmpbo6zh0pj']
[2024-09-13T14:21:42.616+0000] {standard_task_runner.py:72} INFO - Started process 447 to run task
[2024-09-13T14:21:42.617+0000] {standard_task_runner.py:105} INFO - Job 90: Subtask work_with_model
[2024-09-13T14:21:42.653+0000] {task_command.py:467} INFO - Running <TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [running]> on host 3f4d3d57e0af
[2024-09-13T14:21:42.736+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='welcome_dag' AIRFLOW_CTX_TASK_ID='work_with_model' AIRFLOW_CTX_EXECUTION_DATE='2024-09-13T14:15:35.568743+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-13T14:15:35.568743+00:00'
[2024-09-13T14:21:42.738+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-09-13T14:21:42.738+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-09-13T14:21:44.204+0000] {logging_mixin.py:190} WARNING - 0.8%
[2024-09-13T14:21:44.208+0000] {logging_mixin.py:190} WARNING - 0.9%
[2024-09-13T14:21:44.223+0000] {logging_mixin.py:190} WARNING - 1.0%
[2024-09-13T14:21:44.234+0000] {logging_mixin.py:190} WARNING - 1.2%
[2024-09-13T14:21:44.245+0000] {logging_mixin.py:190} WARNING - 1.3%
[2024-09-13T14:21:44.259+0000] {logging_mixin.py:190} WARNING - 1.4%
[2024-09-13T14:21:44.269+0000] {logging_mixin.py:190} WARNING - 1.5%
[2024-09-13T14:21:44.292+0000] {logging_mixin.py:190} WARNING - 1.7%
[2024-09-13T14:21:44.305+0000] {logging_mixin.py:190} WARNING - 1.8%
[2024-09-13T14:21:44.313+0000] {logging_mixin.py:190} WARNING - 1.9%
[2024-09-13T14:21:44.343+0000] {logging_mixin.py:190} WARNING - 2.0%
[2024-09-13T14:21:44.350+0000] {logging_mixin.py:190} WARNING - 2.2%
[2024-09-13T14:21:44.359+0000] {logging_mixin.py:190} WARNING - 2.3%
[2024-09-13T14:21:44.369+0000] {logging_mixin.py:190} WARNING - 2.4%
[2024-09-13T14:21:44.381+0000] {logging_mixin.py:190} WARNING - 2.6%
[2024-09-13T14:21:44.397+0000] {logging_mixin.py:190} WARNING - 2.7%
[2024-09-13T14:21:44.404+0000] {logging_mixin.py:190} WARNING - 2.8%
[2024-09-13T14:21:44.413+0000] {logging_mixin.py:190} WARNING - 2.9%
[2024-09-13T14:21:44.426+0000] {logging_mixin.py:190} WARNING - 3.1%
[2024-09-13T14:21:44.434+0000] {logging_mixin.py:190} WARNING - 3.2%
[2024-09-13T14:21:44.454+0000] {logging_mixin.py:190} WARNING - 3.3%
[2024-09-13T14:21:44.470+0000] {logging_mixin.py:190} WARNING - 3.5%
[2024-09-13T14:21:44.481+0000] {logging_mixin.py:190} WARNING - 3.6%
[2024-09-13T14:21:44.500+0000] {logging_mixin.py:190} WARNING - 3.7%
[2024-09-13T14:21:44.509+0000] {logging_mixin.py:190} WARNING - 3.8%
[2024-09-13T14:21:44.525+0000] {logging_mixin.py:190} WARNING - 4.0%
[2024-09-13T14:21:44.531+0000] {logging_mixin.py:190} WARNING - 4.1%
[2024-09-13T14:21:44.545+0000] {logging_mixin.py:190} WARNING - 4.2%
[2024-09-13T14:21:44.551+0000] {logging_mixin.py:190} WARNING - 4.3%
[2024-09-13T14:21:44.561+0000] {logging_mixin.py:190} WARNING - 4.5%
[2024-09-13T14:21:44.586+0000] {logging_mixin.py:190} WARNING - 4.6%
[2024-09-13T14:21:44.599+0000] {logging_mixin.py:190} WARNING - 4.7%
[2024-09-13T14:21:44.611+0000] {logging_mixin.py:190} WARNING - 4.9%
[2024-09-13T14:21:44.647+0000] {logging_mixin.py:190} WARNING - 5.0%
[2024-09-13T14:21:44.670+0000] {logging_mixin.py:190} WARNING - 5.1%
[2024-09-13T14:21:44.672+0000] {logging_mixin.py:190} WARNING - 5.2%
[2024-09-13T14:21:44.692+0000] {logging_mixin.py:190} WARNING - 5.4%
[2024-09-13T14:21:44.712+0000] {logging_mixin.py:190} WARNING - 5.5%
[2024-09-13T14:21:44.726+0000] {logging_mixin.py:190} WARNING - 5.6%
[2024-09-13T14:21:44.743+0000] {logging_mixin.py:190} WARNING - 5.8%
[2024-09-13T14:21:44.756+0000] {logging_mixin.py:190} WARNING - 5.9%
[2024-09-13T14:21:44.803+0000] {logging_mixin.py:190} WARNING - 6.0%
[2024-09-13T14:21:44.818+0000] {logging_mixin.py:190} WARNING - 6.1%
[2024-09-13T14:21:44.820+0000] {logging_mixin.py:190} WARNING - 6.3%
[2024-09-13T14:21:44.823+0000] {logging_mixin.py:190} WARNING - 6.4%
[2024-09-13T14:21:44.838+0000] {logging_mixin.py:190} WARNING - 6.5%
[2024-09-13T14:21:44.858+0000] {logging_mixin.py:190} WARNING - 6.6%
[2024-09-13T14:21:44.875+0000] {logging_mixin.py:190} WARNING - 6.8%
[2024-09-13T14:21:44.926+0000] {logging_mixin.py:190} WARNING - 6.9%
[2024-09-13T14:21:44.930+0000] {logging_mixin.py:190} WARNING - 7.0%
[2024-09-13T14:21:44.933+0000] {logging_mixin.py:190} WARNING - 7.2%
[2024-09-13T14:21:44.937+0000] {logging_mixin.py:190} WARNING - 7.3%
[2024-09-13T14:21:44.946+0000] {logging_mixin.py:190} WARNING - 7.4%
[2024-09-13T14:21:44.956+0000] {logging_mixin.py:190} WARNING - 7.5%
[2024-09-13T14:21:44.968+0000] {logging_mixin.py:190} WARNING - 7.7%
[2024-09-13T14:21:44.982+0000] {logging_mixin.py:190} WARNING - 7.8%
[2024-09-13T14:21:44.992+0000] {logging_mixin.py:190} WARNING - 7.9%
[2024-09-13T14:21:45.003+0000] {logging_mixin.py:190} WARNING - 8.1%
[2024-09-13T14:21:45.013+0000] {logging_mixin.py:190} WARNING - 8.2%
[2024-09-13T14:21:45.023+0000] {logging_mixin.py:190} WARNING - 8.3%
[2024-09-13T14:21:45.036+0000] {logging_mixin.py:190} WARNING - 8.4%
[2024-09-13T14:21:45.046+0000] {logging_mixin.py:190} WARNING - 8.6%
[2024-09-13T14:21:45.057+0000] {logging_mixin.py:190} WARNING - 8.7%
[2024-09-13T14:21:45.074+0000] {logging_mixin.py:190} WARNING - 8.8%
[2024-09-13T14:21:45.081+0000] {logging_mixin.py:190} WARNING - 8.9%
[2024-09-13T14:21:45.091+0000] {logging_mixin.py:190} WARNING - 9.1%
[2024-09-13T14:21:45.100+0000] {logging_mixin.py:190} WARNING - 9.2%
[2024-09-13T14:21:45.114+0000] {logging_mixin.py:190} WARNING - 9.3%
[2024-09-13T14:21:45.125+0000] {logging_mixin.py:190} WARNING - 9.5%
[2024-09-13T14:21:45.134+0000] {logging_mixin.py:190} WARNING - 9.6%
[2024-09-13T14:21:45.145+0000] {logging_mixin.py:190} WARNING - 9.7%
[2024-09-13T14:21:45.162+0000] {logging_mixin.py:190} WARNING - 9.8%
[2024-09-13T14:21:45.172+0000] {logging_mixin.py:190} WARNING - 10.0%
[2024-09-13T14:21:45.180+0000] {logging_mixin.py:190} WARNING - 10.1%
[2024-09-13T14:21:45.193+0000] {logging_mixin.py:190} WARNING - 10.2%
[2024-09-13T14:21:45.207+0000] {logging_mixin.py:190} WARNING - 10.4%
[2024-09-13T14:21:45.220+0000] {logging_mixin.py:190} WARNING - 10.5%
[2024-09-13T14:21:45.298+0000] {logging_mixin.py:190} WARNING - 10.6%
[2024-09-13T14:21:45.300+0000] {logging_mixin.py:190} WARNING - 10.7%
[2024-09-13T14:21:45.303+0000] {logging_mixin.py:190} WARNING - 10.9%
[2024-09-13T14:21:45.306+0000] {logging_mixin.py:190} WARNING - 11.0%
[2024-09-13T14:21:45.310+0000] {logging_mixin.py:190} WARNING - 11.1%
[2024-09-13T14:21:45.327+0000] {logging_mixin.py:190} WARNING - 11.2%
[2024-09-13T14:21:45.341+0000] {logging_mixin.py:190} WARNING - 11.4%
[2024-09-13T14:21:45.357+0000] {logging_mixin.py:190} WARNING - 11.5%
[2024-09-13T14:21:45.423+0000] {logging_mixin.py:190} WARNING - 11.6%
[2024-09-13T14:21:45.429+0000] {logging_mixin.py:190} WARNING - 11.8%
[2024-09-13T14:21:45.443+0000] {logging_mixin.py:190} WARNING - 11.9%
[2024-09-13T14:21:45.446+0000] {logging_mixin.py:190} WARNING - 12.0%
[2024-09-13T14:21:45.449+0000] {logging_mixin.py:190} WARNING - 12.1%
[2024-09-13T14:21:45.460+0000] {logging_mixin.py:190} WARNING - 12.3%
[2024-09-13T14:21:45.472+0000] {logging_mixin.py:190} WARNING - 12.4%
[2024-09-13T14:21:45.483+0000] {logging_mixin.py:190} WARNING - 12.5%
[2024-09-13T14:21:45.534+0000] {logging_mixin.py:190} WARNING - 12.7%
[2024-09-13T14:21:45.547+0000] {logging_mixin.py:190} WARNING - 12.8%
[2024-09-13T14:21:45.550+0000] {logging_mixin.py:190} WARNING - 12.9%
[2024-09-13T14:21:45.561+0000] {logging_mixin.py:190} WARNING - 13.0%
[2024-09-13T14:21:45.573+0000] {logging_mixin.py:190} WARNING - 13.2%
[2024-09-13T14:21:45.585+0000] {logging_mixin.py:190} WARNING - 13.3%
[2024-09-13T14:21:45.596+0000] {logging_mixin.py:190} WARNING - 13.4%
[2024-09-13T14:21:45.607+0000] {logging_mixin.py:190} WARNING - 13.6%
[2024-09-13T14:21:45.611+0000] {logging_mixin.py:190} WARNING - 13.7%
[2024-09-13T14:21:45.623+0000] {logging_mixin.py:190} WARNING - 13.8%
[2024-09-13T14:21:45.640+0000] {logging_mixin.py:190} WARNING - 13.9%
[2024-09-13T14:21:45.651+0000] {logging_mixin.py:190} WARNING - 14.1%
[2024-09-13T14:21:45.661+0000] {logging_mixin.py:190} WARNING - 14.2%
[2024-09-13T14:21:45.676+0000] {logging_mixin.py:190} WARNING - 14.3%
[2024-09-13T14:21:45.687+0000] {logging_mixin.py:190} WARNING - 14.4%
[2024-09-13T14:21:45.698+0000] {logging_mixin.py:190} WARNING - 14.6%
[2024-09-13T14:21:45.708+0000] {logging_mixin.py:190} WARNING - 14.7%
[2024-09-13T14:21:45.717+0000] {logging_mixin.py:190} WARNING - 14.8%
[2024-09-13T14:21:45.756+0000] {logging_mixin.py:190} WARNING - 15.0%
[2024-09-13T14:21:45.767+0000] {logging_mixin.py:190} WARNING - 15.1%
[2024-09-13T14:21:45.769+0000] {logging_mixin.py:190} WARNING - 15.2%
[2024-09-13T14:21:45.772+0000] {logging_mixin.py:190} WARNING - 15.3%
[2024-09-13T14:21:45.777+0000] {logging_mixin.py:190} WARNING - 15.5%
[2024-09-13T14:21:45.791+0000] {logging_mixin.py:190} WARNING - 15.6%
[2024-09-13T14:21:45.805+0000] {logging_mixin.py:190} WARNING - 15.7%
[2024-09-13T14:21:45.817+0000] {logging_mixin.py:190} WARNING - 15.9%
[2024-09-13T14:21:45.833+0000] {logging_mixin.py:190} WARNING - 16.0%
[2024-09-13T14:21:45.873+0000] {logging_mixin.py:190} WARNING - 16.1%
[2024-09-13T14:21:45.877+0000] {logging_mixin.py:190} WARNING - 16.2%
[2024-09-13T14:21:45.889+0000] {logging_mixin.py:190} WARNING - 16.4%
[2024-09-13T14:21:45.892+0000] {logging_mixin.py:190} WARNING - 16.5%
[2024-09-13T14:21:45.895+0000] {logging_mixin.py:190} WARNING - 16.6%
[2024-09-13T14:21:45.905+0000] {logging_mixin.py:190} WARNING - 16.7%
[2024-09-13T14:21:45.915+0000] {logging_mixin.py:190} WARNING - 16.9%
[2024-09-13T14:21:45.925+0000] {logging_mixin.py:190} WARNING - 17.0%
[2024-09-13T14:21:45.937+0000] {logging_mixin.py:190} WARNING - 17.1%
[2024-09-13T14:21:45.949+0000] {logging_mixin.py:190} WARNING - 17.3%
[2024-09-13T14:21:45.960+0000] {logging_mixin.py:190} WARNING - 17.4%
[2024-09-13T14:21:45.972+0000] {logging_mixin.py:190} WARNING - 17.5%
[2024-09-13T14:21:46.007+0000] {logging_mixin.py:190} WARNING - 17.6%
[2024-09-13T14:21:46.010+0000] {logging_mixin.py:190} WARNING - 17.8%
[2024-09-13T14:21:46.025+0000] {logging_mixin.py:190} WARNING - 17.9%
[2024-09-13T14:21:46.029+0000] {logging_mixin.py:190} WARNING - 18.0%
[2024-09-13T14:21:46.033+0000] {logging_mixin.py:190} WARNING - 18.2%
[2024-09-13T14:21:46.038+0000] {logging_mixin.py:190} WARNING - 18.3%
[2024-09-13T14:21:46.050+0000] {logging_mixin.py:190} WARNING - 18.4%
[2024-09-13T14:21:46.062+0000] {logging_mixin.py:190} WARNING - 18.5%
[2024-09-13T14:21:46.068+0000] {logging_mixin.py:190} WARNING - 18.7%
[2024-09-13T14:21:46.081+0000] {logging_mixin.py:190} WARNING - 18.8%
[2024-09-13T14:21:46.094+0000] {logging_mixin.py:190} WARNING - 18.9%
[2024-09-13T14:21:46.103+0000] {logging_mixin.py:190} WARNING - 19.0%
[2024-09-13T14:21:46.114+0000] {logging_mixin.py:190} WARNING - 19.2%
[2024-09-13T14:21:46.126+0000] {logging_mixin.py:190} WARNING - 19.3%
[2024-09-13T14:21:46.137+0000] {logging_mixin.py:190} WARNING - 19.4%
[2024-09-13T14:21:46.147+0000] {logging_mixin.py:190} WARNING - 19.6%
[2024-09-13T14:21:46.161+0000] {logging_mixin.py:190} WARNING - 19.7%
[2024-09-13T14:21:46.171+0000] {logging_mixin.py:190} WARNING - 19.8%
[2024-09-13T14:21:46.186+0000] {logging_mixin.py:190} WARNING - 19.9%
[2024-09-13T14:21:46.204+0000] {logging_mixin.py:190} WARNING - 20.1%
[2024-09-13T14:21:46.224+0000] {logging_mixin.py:190} WARNING - 20.2%
[2024-09-13T14:21:46.237+0000] {logging_mixin.py:190} WARNING - 20.3%
[2024-09-13T14:21:46.248+0000] {logging_mixin.py:190} WARNING - 20.5%
[2024-09-13T14:21:46.262+0000] {logging_mixin.py:190} WARNING - 20.6%
[2024-09-13T14:21:46.273+0000] {logging_mixin.py:190} WARNING - 20.7%
[2024-09-13T14:21:46.287+0000] {logging_mixin.py:190} WARNING - 20.8%
[2024-09-13T14:21:46.299+0000] {logging_mixin.py:190} WARNING - 21.0%
[2024-09-13T14:21:46.309+0000] {logging_mixin.py:190} WARNING - 21.1%
[2024-09-13T14:21:46.316+0000] {logging_mixin.py:190} WARNING - 21.2%
[2024-09-13T14:21:46.328+0000] {logging_mixin.py:190} WARNING - 21.3%
[2024-09-13T14:21:46.340+0000] {logging_mixin.py:190} WARNING - 21.5%
[2024-09-13T14:21:46.355+0000] {logging_mixin.py:190} WARNING - 21.6%
[2024-09-13T14:21:46.363+0000] {logging_mixin.py:190} WARNING - 21.7%
[2024-09-13T14:21:46.375+0000] {logging_mixin.py:190} WARNING - 21.9%
[2024-09-13T14:21:46.392+0000] {logging_mixin.py:190} WARNING - 22.0%
[2024-09-13T14:21:46.406+0000] {logging_mixin.py:190} WARNING - 22.1%
[2024-09-13T14:21:46.415+0000] {logging_mixin.py:190} WARNING - 22.2%
[2024-09-13T14:21:46.426+0000] {logging_mixin.py:190} WARNING - 22.4%
[2024-09-13T14:21:46.434+0000] {logging_mixin.py:190} WARNING - 22.5%
[2024-09-13T14:21:46.441+0000] {logging_mixin.py:190} WARNING - 22.6%
[2024-09-13T14:21:46.450+0000] {logging_mixin.py:190} WARNING - 22.8%
[2024-09-13T14:21:46.466+0000] {logging_mixin.py:190} WARNING - 22.9%
[2024-09-13T14:21:46.474+0000] {logging_mixin.py:190} WARNING - 23.0%
[2024-09-13T14:21:46.489+0000] {logging_mixin.py:190} WARNING - 23.1%
[2024-09-13T14:21:46.496+0000] {logging_mixin.py:190} WARNING - 23.3%
[2024-09-13T14:21:46.510+0000] {logging_mixin.py:190} WARNING - 23.4%
[2024-09-13T14:21:46.520+0000] {logging_mixin.py:190} WARNING - 23.5%
[2024-09-13T14:21:46.531+0000] {logging_mixin.py:190} WARNING - 23.6%
[2024-09-13T14:21:46.544+0000] {logging_mixin.py:190} WARNING - 23.8%
[2024-09-13T14:21:46.552+0000] {logging_mixin.py:190} WARNING - 23.9%
[2024-09-13T14:21:46.562+0000] {logging_mixin.py:190} WARNING - 24.0%
[2024-09-13T14:21:46.595+0000] {logging_mixin.py:190} WARNING - 24.2%
[2024-09-13T14:21:46.605+0000] {logging_mixin.py:190} WARNING - 24.3%
[2024-09-13T14:21:46.608+0000] {logging_mixin.py:190} WARNING - 24.4%
[2024-09-13T14:21:46.618+0000] {logging_mixin.py:190} WARNING - 24.5%
[2024-09-13T14:21:46.626+0000] {logging_mixin.py:190} WARNING - 24.7%
[2024-09-13T14:21:46.631+0000] {logging_mixin.py:190} WARNING - 24.8%
[2024-09-13T14:21:46.642+0000] {logging_mixin.py:190} WARNING - 24.9%
[2024-09-13T14:21:46.687+0000] {logging_mixin.py:190} WARNING - 25.1%
[2024-09-13T14:21:46.690+0000] {logging_mixin.py:190} WARNING - 25.2%
[2024-09-13T14:21:46.701+0000] {logging_mixin.py:190} WARNING - 25.3%
[2024-09-13T14:21:46.704+0000] {logging_mixin.py:190} WARNING - 25.4%
[2024-09-13T14:21:46.707+0000] {logging_mixin.py:190} WARNING - 25.6%
[2024-09-13T14:21:46.725+0000] {logging_mixin.py:190} WARNING - 25.7%
[2024-09-13T14:21:46.730+0000] {logging_mixin.py:190} WARNING - 25.8%
[2024-09-13T14:21:46.755+0000] {logging_mixin.py:190} WARNING - 26.0%
[2024-09-13T14:21:46.772+0000] {logging_mixin.py:190} WARNING - 26.1%
[2024-09-13T14:21:46.781+0000] {logging_mixin.py:190} WARNING - 26.2%
[2024-09-13T14:21:46.790+0000] {logging_mixin.py:190} WARNING - 26.3%
[2024-09-13T14:21:46.811+0000] {logging_mixin.py:190} WARNING - 26.5%
[2024-09-13T14:21:46.855+0000] {logging_mixin.py:190} WARNING - 26.6%
[2024-09-13T14:21:46.859+0000] {logging_mixin.py:190} WARNING - 26.7%
[2024-09-13T14:21:46.863+0000] {logging_mixin.py:190} WARNING - 26.8%
[2024-09-13T14:21:46.866+0000] {logging_mixin.py:190} WARNING - 27.0%
[2024-09-13T14:21:46.870+0000] {logging_mixin.py:190} WARNING - 27.1%
[2024-09-13T14:21:46.877+0000] {logging_mixin.py:190} WARNING - 27.2%
[2024-09-13T14:21:46.887+0000] {logging_mixin.py:190} WARNING - 27.4%
[2024-09-13T14:21:46.904+0000] {logging_mixin.py:190} WARNING - 27.5%
[2024-09-13T14:21:46.954+0000] {logging_mixin.py:190} WARNING - 27.6%
[2024-09-13T14:21:46.958+0000] {logging_mixin.py:190} WARNING - 27.7%
[2024-09-13T14:21:46.963+0000] {logging_mixin.py:190} WARNING - 27.9%
[2024-09-13T14:21:46.972+0000] {logging_mixin.py:190} WARNING - 28.0%
[2024-09-13T14:21:46.974+0000] {logging_mixin.py:190} WARNING - 28.1%
[2024-09-13T14:21:46.981+0000] {logging_mixin.py:190} WARNING - 28.3%
[2024-09-13T14:21:46.988+0000] {logging_mixin.py:190} WARNING - 28.4%
[2024-09-13T14:21:47.005+0000] {logging_mixin.py:190} WARNING - 28.5%
[2024-09-13T14:21:47.016+0000] {logging_mixin.py:190} WARNING - 28.6%
[2024-09-13T14:21:47.026+0000] {logging_mixin.py:190} WARNING - 28.8%
[2024-09-13T14:21:47.045+0000] {logging_mixin.py:190} WARNING - 28.9%
[2024-09-13T14:21:47.053+0000] {logging_mixin.py:190} WARNING - 29.0%
[2024-09-13T14:21:47.060+0000] {logging_mixin.py:190} WARNING - 29.1%
[2024-09-13T14:21:47.070+0000] {logging_mixin.py:190} WARNING - 29.3%
[2024-09-13T14:21:47.074+0000] {logging_mixin.py:190} WARNING - 29.4%
[2024-09-13T14:21:47.093+0000] {logging_mixin.py:190} WARNING - 29.5%
[2024-09-13T14:21:47.105+0000] {logging_mixin.py:190} WARNING - 29.7%
[2024-09-13T14:21:47.131+0000] {logging_mixin.py:190} WARNING - 29.8%
[2024-09-13T14:21:47.135+0000] {logging_mixin.py:190} WARNING - 29.9%
[2024-09-13T14:21:47.139+0000] {logging_mixin.py:190} WARNING - 30.0%
[2024-09-13T14:21:47.161+0000] {logging_mixin.py:190} WARNING - 30.2%
[2024-09-13T14:21:47.171+0000] {logging_mixin.py:190} WARNING - 30.3%
[2024-09-13T14:21:47.184+0000] {logging_mixin.py:190} WARNING - 30.4%
[2024-09-13T14:21:47.197+0000] {logging_mixin.py:190} WARNING - 30.6%
[2024-09-13T14:21:47.209+0000] {logging_mixin.py:190} WARNING - 30.7%
[2024-09-13T14:21:47.231+0000] {logging_mixin.py:190} WARNING - 30.8%
[2024-09-13T14:21:47.241+0000] {logging_mixin.py:190} WARNING - 30.9%
[2024-09-13T14:21:47.254+0000] {logging_mixin.py:190} WARNING - 31.1%
[2024-09-13T14:21:47.267+0000] {logging_mixin.py:190} WARNING - 31.2%
[2024-09-13T14:21:47.275+0000] {logging_mixin.py:190} WARNING - 31.3%
[2024-09-13T14:21:47.287+0000] {logging_mixin.py:190} WARNING - 31.4%
[2024-09-13T14:21:47.297+0000] {logging_mixin.py:190} WARNING - 31.6%
[2024-09-13T14:21:47.339+0000] {logging_mixin.py:190} WARNING - 31.7%
[2024-09-13T14:21:47.375+0000] {logging_mixin.py:190} WARNING - 31.8%
[2024-09-13T14:21:47.385+0000] {logging_mixin.py:190} WARNING - 32.0%
[2024-09-13T14:21:47.388+0000] {logging_mixin.py:190} WARNING - 32.1%
[2024-09-13T14:21:47.403+0000] {logging_mixin.py:190} WARNING - 32.2%
[2024-09-13T14:21:47.433+0000] {logging_mixin.py:190} WARNING - 32.3%
