[2024-09-11T08:46:20.017+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-09-11T08:46:20.035+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-11T08:45:16.827592+00:00 [queued]>
[2024-09-11T08:46:20.043+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-11T08:45:16.827592+00:00 [queued]>
[2024-09-11T08:46:20.044+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-09-11T08:46:20.057+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): work_with_model> on 2024-09-11 08:45:16.827592+00:00
[2024-09-11T08:46:20.073+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=247) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-09-11T08:46:20.074+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'welcome_dag', 'work_with_model', 'manual__2024-09-11T08:45:16.827592+00:00', '--job-id', '35', '--raw', '--subdir', 'DAGS_FOLDER/welcome.py', '--cfg-path', '/tmp/tmp9vggoe5p']
[2024-09-11T08:46:20.075+0000] {standard_task_runner.py:72} INFO - Started process 249 to run task
[2024-09-11T08:46:20.075+0000] {standard_task_runner.py:105} INFO - Job 35: Subtask work_with_model
[2024-09-11T08:46:20.116+0000] {task_command.py:467} INFO - Running <TaskInstance: welcome_dag.work_with_model manual__2024-09-11T08:45:16.827592+00:00 [running]> on host 9ac4da4c6d5e
[2024-09-11T08:46:20.182+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='welcome_dag' AIRFLOW_CTX_TASK_ID='work_with_model' AIRFLOW_CTX_EXECUTION_DATE='2024-09-11T08:45:16.827592+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-11T08:45:16.827592+00:00'
[2024-09-11T08:46:20.184+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-09-11T08:46:20.184+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-09-11T08:46:21.631+0000] {logging_mixin.py:190} WARNING - 1.3%
[2024-09-11T08:46:21.641+0000] {logging_mixin.py:190} WARNING - 1.4%
[2024-09-11T08:46:21.652+0000] {logging_mixin.py:190} WARNING - 1.5%
[2024-09-11T08:46:21.663+0000] {logging_mixin.py:190} WARNING - 1.7%
[2024-09-11T08:46:21.674+0000] {logging_mixin.py:190} WARNING - 1.8%
[2024-09-11T08:46:21.686+0000] {logging_mixin.py:190} WARNING - 1.9%
[2024-09-11T08:46:21.697+0000] {logging_mixin.py:190} WARNING - 2.0%
[2024-09-11T08:46:21.708+0000] {logging_mixin.py:190} WARNING - 2.2%
[2024-09-11T08:46:21.718+0000] {logging_mixin.py:190} WARNING - 2.3%
[2024-09-11T08:46:21.730+0000] {logging_mixin.py:190} WARNING - 2.4%
[2024-09-11T08:46:21.739+0000] {logging_mixin.py:190} WARNING - 2.6%
[2024-09-11T08:46:21.751+0000] {logging_mixin.py:190} WARNING - 2.7%
[2024-09-11T08:46:21.763+0000] {logging_mixin.py:190} WARNING - 2.8%
[2024-09-11T08:46:21.773+0000] {logging_mixin.py:190} WARNING - 2.9%
[2024-09-11T08:46:21.784+0000] {logging_mixin.py:190} WARNING - 3.1%
[2024-09-11T08:46:21.795+0000] {logging_mixin.py:190} WARNING - 3.2%
[2024-09-11T08:46:21.807+0000] {logging_mixin.py:190} WARNING - 3.3%
[2024-09-11T08:46:21.819+0000] {logging_mixin.py:190} WARNING - 3.5%
[2024-09-11T08:46:21.830+0000] {logging_mixin.py:190} WARNING - 3.6%
[2024-09-11T08:46:21.840+0000] {logging_mixin.py:190} WARNING - 3.7%
[2024-09-11T08:46:21.851+0000] {logging_mixin.py:190} WARNING - 3.8%
[2024-09-11T08:46:21.864+0000] {logging_mixin.py:190} WARNING - 4.0%
[2024-09-11T08:46:21.874+0000] {logging_mixin.py:190} WARNING - 4.1%
[2024-09-11T08:46:21.885+0000] {logging_mixin.py:190} WARNING - 4.2%
[2024-09-11T08:46:21.895+0000] {logging_mixin.py:190} WARNING - 4.3%
[2024-09-11T08:46:21.908+0000] {logging_mixin.py:190} WARNING - 4.5%
[2024-09-11T08:46:21.919+0000] {logging_mixin.py:190} WARNING - 4.6%
[2024-09-11T08:46:21.930+0000] {logging_mixin.py:190} WARNING - 4.7%
[2024-09-11T08:46:21.939+0000] {logging_mixin.py:190} WARNING - 4.9%
[2024-09-11T08:46:21.952+0000] {logging_mixin.py:190} WARNING - 5.0%
[2024-09-11T08:46:21.963+0000] {logging_mixin.py:190} WARNING - 5.1%
[2024-09-11T08:46:21.975+0000] {logging_mixin.py:190} WARNING - 5.2%
[2024-09-11T08:46:21.983+0000] {logging_mixin.py:190} WARNING - 5.4%
[2024-09-11T08:46:21.996+0000] {logging_mixin.py:190} WARNING - 5.5%
[2024-09-11T08:46:22.006+0000] {logging_mixin.py:190} WARNING - 5.6%
[2024-09-11T08:46:22.018+0000] {logging_mixin.py:190} WARNING - 5.8%
[2024-09-11T08:46:22.028+0000] {logging_mixin.py:190} WARNING - 5.9%
[2024-09-11T08:46:22.041+0000] {logging_mixin.py:190} WARNING - 6.0%
[2024-09-11T08:46:22.050+0000] {logging_mixin.py:190} WARNING - 6.1%
[2024-09-11T08:46:22.061+0000] {logging_mixin.py:190} WARNING - 6.3%
[2024-09-11T08:46:22.073+0000] {logging_mixin.py:190} WARNING - 6.4%
[2024-09-11T08:46:22.083+0000] {logging_mixin.py:190} WARNING - 6.5%
[2024-09-11T08:46:22.094+0000] {logging_mixin.py:190} WARNING - 6.6%
[2024-09-11T08:46:22.105+0000] {logging_mixin.py:190} WARNING - 6.8%
[2024-09-11T08:46:22.117+0000] {logging_mixin.py:190} WARNING - 6.9%
[2024-09-11T08:46:22.127+0000] {logging_mixin.py:190} WARNING - 7.0%
[2024-09-11T08:46:22.138+0000] {logging_mixin.py:190} WARNING - 7.2%
[2024-09-11T08:46:22.149+0000] {logging_mixin.py:190} WARNING - 7.3%
[2024-09-11T08:46:22.161+0000] {logging_mixin.py:190} WARNING - 7.4%
[2024-09-11T08:46:22.172+0000] {logging_mixin.py:190} WARNING - 7.5%
[2024-09-11T08:46:22.185+0000] {logging_mixin.py:190} WARNING - 7.7%
[2024-09-11T08:46:22.195+0000] {logging_mixin.py:190} WARNING - 7.8%
[2024-09-11T08:46:22.204+0000] {logging_mixin.py:190} WARNING - 7.9%
[2024-09-11T08:46:22.215+0000] {logging_mixin.py:190} WARNING - 8.1%
[2024-09-11T08:46:22.228+0000] {logging_mixin.py:190} WARNING - 8.2%
[2024-09-11T08:46:22.238+0000] {logging_mixin.py:190} WARNING - 8.3%
[2024-09-11T08:46:22.249+0000] {logging_mixin.py:190} WARNING - 8.4%
[2024-09-11T08:46:22.260+0000] {logging_mixin.py:190} WARNING - 8.6%
[2024-09-11T08:46:22.271+0000] {logging_mixin.py:190} WARNING - 8.7%
[2024-09-11T08:46:22.282+0000] {logging_mixin.py:190} WARNING - 8.8%
[2024-09-11T08:46:22.294+0000] {logging_mixin.py:190} WARNING - 8.9%
[2024-09-11T08:46:22.307+0000] {logging_mixin.py:190} WARNING - 9.1%
[2024-09-11T08:46:22.318+0000] {logging_mixin.py:190} WARNING - 9.2%
[2024-09-11T08:46:22.328+0000] {logging_mixin.py:190} WARNING - 9.3%
[2024-09-11T08:46:22.337+0000] {logging_mixin.py:190} WARNING - 9.5%
[2024-09-11T08:46:22.349+0000] {logging_mixin.py:190} WARNING - 9.6%
[2024-09-11T08:46:22.359+0000] {logging_mixin.py:190} WARNING - 9.7%
[2024-09-11T08:46:22.372+0000] {logging_mixin.py:190} WARNING - 9.8%
[2024-09-11T08:46:22.382+0000] {logging_mixin.py:190} WARNING - 10.0%
[2024-09-11T08:46:22.392+0000] {logging_mixin.py:190} WARNING - 10.1%
[2024-09-11T08:46:22.404+0000] {logging_mixin.py:190} WARNING - 10.2%
[2024-09-11T08:46:22.415+0000] {logging_mixin.py:190} WARNING - 10.4%
[2024-09-11T08:46:22.426+0000] {logging_mixin.py:190} WARNING - 10.5%
[2024-09-11T08:46:22.437+0000] {logging_mixin.py:190} WARNING - 10.6%
[2024-09-11T08:46:22.449+0000] {logging_mixin.py:190} WARNING - 10.7%
[2024-09-11T08:46:22.460+0000] {logging_mixin.py:190} WARNING - 10.9%
[2024-09-11T08:46:22.472+0000] {logging_mixin.py:190} WARNING - 11.0%
[2024-09-11T08:46:22.481+0000] {logging_mixin.py:190} WARNING - 11.1%
[2024-09-11T08:46:22.493+0000] {logging_mixin.py:190} WARNING - 11.2%
[2024-09-11T08:46:22.505+0000] {logging_mixin.py:190} WARNING - 11.4%
[2024-09-11T08:46:22.515+0000] {logging_mixin.py:190} WARNING - 11.5%
[2024-09-11T08:46:22.526+0000] {logging_mixin.py:190} WARNING - 11.6%
[2024-09-11T08:46:22.538+0000] {logging_mixin.py:190} WARNING - 11.8%
[2024-09-11T08:46:22.549+0000] {logging_mixin.py:190} WARNING - 11.9%
[2024-09-11T08:46:22.559+0000] {logging_mixin.py:190} WARNING - 12.0%
[2024-09-11T08:46:22.572+0000] {logging_mixin.py:190} WARNING - 12.1%
[2024-09-11T08:46:22.581+0000] {logging_mixin.py:190} WARNING - 12.3%
[2024-09-11T08:46:22.593+0000] {logging_mixin.py:190} WARNING - 12.4%
[2024-09-11T08:46:22.604+0000] {logging_mixin.py:190} WARNING - 12.5%
[2024-09-11T08:46:22.614+0000] {logging_mixin.py:190} WARNING - 12.7%
[2024-09-11T08:46:22.626+0000] {logging_mixin.py:190} WARNING - 12.8%
[2024-09-11T08:46:22.640+0000] {logging_mixin.py:190} WARNING - 12.9%
[2024-09-11T08:46:22.649+0000] {logging_mixin.py:190} WARNING - 13.0%
[2024-09-11T08:46:22.662+0000] {logging_mixin.py:190} WARNING - 13.2%
[2024-09-11T08:46:22.673+0000] {logging_mixin.py:190} WARNING - 13.3%
[2024-09-11T08:46:22.689+0000] {logging_mixin.py:190} WARNING - 13.4%
[2024-09-11T08:46:22.695+0000] {logging_mixin.py:190} WARNING - 13.6%
[2024-09-11T08:46:22.706+0000] {logging_mixin.py:190} WARNING - 13.7%
[2024-09-11T08:46:22.718+0000] {logging_mixin.py:190} WARNING - 13.8%
[2024-09-11T08:46:22.728+0000] {logging_mixin.py:190} WARNING - 13.9%
[2024-09-11T08:46:22.739+0000] {logging_mixin.py:190} WARNING - 14.1%
[2024-09-11T08:46:22.752+0000] {logging_mixin.py:190} WARNING - 14.2%
[2024-09-11T08:46:22.761+0000] {logging_mixin.py:190} WARNING - 14.3%
[2024-09-11T08:46:22.772+0000] {logging_mixin.py:190} WARNING - 14.4%
[2024-09-11T08:46:22.784+0000] {logging_mixin.py:190} WARNING - 14.6%
[2024-09-11T08:46:22.796+0000] {logging_mixin.py:190} WARNING - 14.7%
[2024-09-11T08:46:22.807+0000] {logging_mixin.py:190} WARNING - 14.8%
[2024-09-11T08:46:22.818+0000] {logging_mixin.py:190} WARNING - 15.0%
[2024-09-11T08:46:22.828+0000] {logging_mixin.py:190} WARNING - 15.1%
[2024-09-11T08:46:22.839+0000] {logging_mixin.py:190} WARNING - 15.2%
[2024-09-11T08:46:22.851+0000] {logging_mixin.py:190} WARNING - 15.3%
[2024-09-11T08:46:22.861+0000] {logging_mixin.py:190} WARNING - 15.5%
[2024-09-11T08:46:22.872+0000] {logging_mixin.py:190} WARNING - 15.6%
[2024-09-11T08:46:22.883+0000] {logging_mixin.py:190} WARNING - 15.7%
[2024-09-11T08:46:22.894+0000] {logging_mixin.py:190} WARNING - 15.9%
[2024-09-11T08:46:22.906+0000] {logging_mixin.py:190} WARNING - 16.0%
[2024-09-11T08:46:22.917+0000] {logging_mixin.py:190} WARNING - 16.1%
[2024-09-11T08:46:22.927+0000] {logging_mixin.py:190} WARNING - 16.2%
[2024-09-11T08:46:22.939+0000] {logging_mixin.py:190} WARNING - 16.4%
[2024-09-11T08:46:22.952+0000] {logging_mixin.py:190} WARNING - 16.5%
[2024-09-11T08:46:22.962+0000] {logging_mixin.py:190} WARNING - 16.6%
[2024-09-11T08:46:22.972+0000] {logging_mixin.py:190} WARNING - 16.7%
[2024-09-11T08:46:22.985+0000] {logging_mixin.py:190} WARNING - 16.9%
[2024-09-11T08:46:22.994+0000] {logging_mixin.py:190} WARNING - 17.0%
[2024-09-11T08:46:23.006+0000] {logging_mixin.py:190} WARNING - 17.1%
[2024-09-11T08:46:23.017+0000] {logging_mixin.py:190} WARNING - 17.3%
[2024-09-11T08:46:23.027+0000] {logging_mixin.py:190} WARNING - 17.4%
[2024-09-11T08:46:23.039+0000] {logging_mixin.py:190} WARNING - 17.5%
[2024-09-11T08:46:23.051+0000] {logging_mixin.py:190} WARNING - 17.6%
[2024-09-11T08:46:23.061+0000] {logging_mixin.py:190} WARNING - 17.8%
[2024-09-11T08:46:23.071+0000] {logging_mixin.py:190} WARNING - 17.9%
[2024-09-11T08:46:23.084+0000] {logging_mixin.py:190} WARNING - 18.0%
[2024-09-11T08:46:23.094+0000] {logging_mixin.py:190} WARNING - 18.2%
[2024-09-11T08:46:23.106+0000] {logging_mixin.py:190} WARNING - 18.3%
[2024-09-11T08:46:23.117+0000] {logging_mixin.py:190} WARNING - 18.4%
[2024-09-11T08:46:23.128+0000] {logging_mixin.py:190} WARNING - 18.5%
[2024-09-11T08:46:23.138+0000] {logging_mixin.py:190} WARNING - 18.7%
[2024-09-11T08:46:23.149+0000] {logging_mixin.py:190} WARNING - 18.8%
[2024-09-11T08:46:23.161+0000] {logging_mixin.py:190} WARNING - 18.9%
[2024-09-11T08:46:23.172+0000] {logging_mixin.py:190} WARNING - 19.0%
[2024-09-11T08:46:23.184+0000] {logging_mixin.py:190} WARNING - 19.2%
[2024-09-11T08:46:23.194+0000] {logging_mixin.py:190} WARNING - 19.3%
[2024-09-11T08:46:23.205+0000] {logging_mixin.py:190} WARNING - 19.4%
[2024-09-11T08:46:23.217+0000] {logging_mixin.py:190} WARNING - 19.6%
[2024-09-11T08:46:23.227+0000] {logging_mixin.py:190} WARNING - 19.7%
[2024-09-11T08:46:23.240+0000] {logging_mixin.py:190} WARNING - 19.8%
[2024-09-11T08:46:23.251+0000] {logging_mixin.py:190} WARNING - 19.9%
[2024-09-11T08:46:23.262+0000] {logging_mixin.py:190} WARNING - 20.1%
[2024-09-11T08:46:23.273+0000] {logging_mixin.py:190} WARNING - 20.2%
[2024-09-11T08:46:23.284+0000] {logging_mixin.py:190} WARNING - 20.3%
[2024-09-11T08:46:23.295+0000] {logging_mixin.py:190} WARNING - 20.5%
[2024-09-11T08:46:23.306+0000] {logging_mixin.py:190} WARNING - 20.6%
[2024-09-11T08:46:23.317+0000] {logging_mixin.py:190} WARNING - 20.7%
[2024-09-11T08:46:23.331+0000] {logging_mixin.py:190} WARNING - 20.8%
[2024-09-11T08:46:23.342+0000] {logging_mixin.py:190} WARNING - 21.0%
[2024-09-11T08:46:23.354+0000] {logging_mixin.py:190} WARNING - 21.1%
[2024-09-11T08:46:23.364+0000] {logging_mixin.py:190} WARNING - 21.2%
[2024-09-11T08:46:23.376+0000] {logging_mixin.py:190} WARNING - 21.3%
[2024-09-11T08:46:23.389+0000] {logging_mixin.py:190} WARNING - 21.5%
[2024-09-11T08:46:23.397+0000] {logging_mixin.py:190} WARNING - 21.6%
[2024-09-11T08:46:23.410+0000] {logging_mixin.py:190} WARNING - 21.7%
[2024-09-11T08:46:23.420+0000] {logging_mixin.py:190} WARNING - 21.9%
[2024-09-11T08:46:23.433+0000] {logging_mixin.py:190} WARNING - 22.0%
[2024-09-11T08:46:23.442+0000] {logging_mixin.py:190} WARNING - 22.1%
[2024-09-11T08:46:23.455+0000] {logging_mixin.py:190} WARNING - 22.2%
[2024-09-11T08:46:23.464+0000] {logging_mixin.py:190} WARNING - 22.4%
[2024-09-11T08:46:23.478+0000] {logging_mixin.py:190} WARNING - 22.5%
[2024-09-11T08:46:23.486+0000] {logging_mixin.py:190} WARNING - 22.6%
[2024-09-11T08:46:23.497+0000] {logging_mixin.py:190} WARNING - 22.8%
[2024-09-11T08:46:23.508+0000] {logging_mixin.py:190} WARNING - 22.9%
[2024-09-11T08:46:23.519+0000] {logging_mixin.py:190} WARNING - 23.0%
[2024-09-11T08:46:23.533+0000] {logging_mixin.py:190} WARNING - 23.1%
[2024-09-11T08:46:23.543+0000] {logging_mixin.py:190} WARNING - 23.3%
[2024-09-11T08:46:23.558+0000] {logging_mixin.py:190} WARNING - 23.4%
[2024-09-11T08:46:23.562+0000] {logging_mixin.py:190} WARNING - 23.5%
[2024-09-11T08:46:23.574+0000] {logging_mixin.py:190} WARNING - 23.6%
[2024-09-11T08:46:23.588+0000] {logging_mixin.py:190} WARNING - 23.8%
[2024-09-11T08:46:23.606+0000] {logging_mixin.py:190} WARNING - 23.9%
[2024-09-11T08:46:23.615+0000] {logging_mixin.py:190} WARNING - 24.0%
[2024-09-11T08:46:23.625+0000] {logging_mixin.py:190} WARNING - 24.2%
[2024-09-11T08:46:23.638+0000] {logging_mixin.py:190} WARNING - 24.3%
[2024-09-11T08:46:23.649+0000] {logging_mixin.py:190} WARNING - 24.4%
[2024-09-11T08:46:23.657+0000] {logging_mixin.py:190} WARNING - 24.5%
[2024-09-11T08:46:23.669+0000] {logging_mixin.py:190} WARNING - 24.7%
[2024-09-11T08:46:23.683+0000] {logging_mixin.py:190} WARNING - 24.8%
[2024-09-11T08:46:23.691+0000] {logging_mixin.py:190} WARNING - 24.9%
[2024-09-11T08:46:23.705+0000] {logging_mixin.py:190} WARNING - 25.1%
[2024-09-11T08:46:23.713+0000] {logging_mixin.py:190} WARNING - 25.2%
[2024-09-11T08:46:23.726+0000] {logging_mixin.py:190} WARNING - 25.3%
[2024-09-11T08:46:23.739+0000] {logging_mixin.py:190} WARNING - 25.4%
[2024-09-11T08:46:23.746+0000] {logging_mixin.py:190} WARNING - 25.6%
[2024-09-11T08:46:23.759+0000] {logging_mixin.py:190} WARNING - 25.7%
[2024-09-11T08:46:23.768+0000] {logging_mixin.py:190} WARNING - 25.8%
[2024-09-11T08:46:23.780+0000] {logging_mixin.py:190} WARNING - 26.0%
[2024-09-11T08:46:23.793+0000] {logging_mixin.py:190} WARNING - 26.1%
[2024-09-11T08:46:23.802+0000] {logging_mixin.py:190} WARNING - 26.2%
[2024-09-11T08:46:23.813+0000] {logging_mixin.py:190} WARNING - 26.3%
[2024-09-11T08:46:23.826+0000] {logging_mixin.py:190} WARNING - 26.5%
[2024-09-11T08:46:23.835+0000] {logging_mixin.py:190} WARNING - 26.6%
[2024-09-11T08:46:23.848+0000] {logging_mixin.py:190} WARNING - 26.7%
[2024-09-11T08:46:23.858+0000] {logging_mixin.py:190} WARNING - 26.8%
[2024-09-11T08:46:23.870+0000] {logging_mixin.py:190} WARNING - 27.0%
[2024-09-11T08:46:23.879+0000] {logging_mixin.py:190} WARNING - 27.1%
[2024-09-11T08:46:23.891+0000] {logging_mixin.py:190} WARNING - 27.2%
[2024-09-11T08:46:23.901+0000] {logging_mixin.py:190} WARNING - 27.4%
[2024-09-11T08:46:23.913+0000] {logging_mixin.py:190} WARNING - 27.5%
[2024-09-11T08:46:23.925+0000] {logging_mixin.py:190} WARNING - 27.6%
[2024-09-11T08:46:23.939+0000] {logging_mixin.py:190} WARNING - 27.7%
[2024-09-11T08:46:23.949+0000] {logging_mixin.py:190} WARNING - 27.9%
[2024-09-11T08:46:23.960+0000] {logging_mixin.py:190} WARNING - 28.0%
[2024-09-11T08:46:23.971+0000] {logging_mixin.py:190} WARNING - 28.1%
[2024-09-11T08:46:23.979+0000] {logging_mixin.py:190} WARNING - 28.3%
[2024-09-11T08:46:23.991+0000] {logging_mixin.py:190} WARNING - 28.4%
[2024-09-11T08:46:24.004+0000] {logging_mixin.py:190} WARNING - 28.5%
[2024-09-11T08:46:24.012+0000] {logging_mixin.py:190} WARNING - 28.6%
[2024-09-11T08:46:24.025+0000] {logging_mixin.py:190} WARNING - 28.8%
[2024-09-11T08:46:24.034+0000] {logging_mixin.py:190} WARNING - 28.9%
[2024-09-11T08:46:24.048+0000] {logging_mixin.py:190} WARNING - 29.0%
[2024-09-11T08:46:24.058+0000] {logging_mixin.py:190} WARNING - 29.1%
[2024-09-11T08:46:24.070+0000] {logging_mixin.py:190} WARNING - 29.3%
[2024-09-11T08:46:24.079+0000] {logging_mixin.py:190} WARNING - 29.4%
[2024-09-11T08:46:24.094+0000] {logging_mixin.py:190} WARNING - 29.5%
[2024-09-11T08:46:24.102+0000] {logging_mixin.py:190} WARNING - 29.7%
[2024-09-11T08:46:24.112+0000] {logging_mixin.py:190} WARNING - 29.8%
[2024-09-11T08:46:24.124+0000] {logging_mixin.py:190} WARNING - 29.9%
[2024-09-11T08:46:24.140+0000] {logging_mixin.py:190} WARNING - 30.0%
[2024-09-11T08:46:24.152+0000] {logging_mixin.py:190} WARNING - 30.2%
[2024-09-11T08:46:24.164+0000] {logging_mixin.py:190} WARNING - 30.3%
[2024-09-11T08:46:24.174+0000] {logging_mixin.py:190} WARNING - 30.4%
[2024-09-11T08:46:24.184+0000] {logging_mixin.py:190} WARNING - 30.6%
[2024-09-11T08:46:24.196+0000] {logging_mixin.py:190} WARNING - 30.7%
[2024-09-11T08:46:24.206+0000] {logging_mixin.py:190} WARNING - 30.8%
[2024-09-11T08:46:24.217+0000] {logging_mixin.py:190} WARNING - 30.9%
[2024-09-11T08:46:24.229+0000] {logging_mixin.py:190} WARNING - 31.1%
[2024-09-11T08:46:24.239+0000] {logging_mixin.py:190} WARNING - 31.2%
[2024-09-11T08:46:24.252+0000] {logging_mixin.py:190} WARNING - 31.3%
[2024-09-11T08:46:24.263+0000] {logging_mixin.py:190} WARNING - 31.4%
[2024-09-11T08:46:24.274+0000] {logging_mixin.py:190} WARNING - 31.6%
[2024-09-11T08:46:24.284+0000] {logging_mixin.py:190} WARNING - 31.7%
[2024-09-11T08:46:24.296+0000] {logging_mixin.py:190} WARNING - 31.8%
[2024-09-11T08:46:24.308+0000] {logging_mixin.py:190} WARNING - 32.0%
[2024-09-11T08:46:24.318+0000] {logging_mixin.py:190} WARNING - 32.1%
[2024-09-11T08:46:24.330+0000] {logging_mixin.py:190} WARNING - 32.2%
[2024-09-11T08:46:24.342+0000] {logging_mixin.py:190} WARNING - 32.3%
